"Model name","EStructuralFeature count","EENum count","EClass count","EDataType count","EMFCompare matchCount","Diagnostic count"
"Burner.cfg","287","0","56","231","158","0"
"animations.cfg","948","0","198","750","508","0"
"characters.cfg","371","0","84","287","168","0"
"Dwarvish_Miner.cfg","225","0","39","186","140","0"
"test_for_tag.cfg","334","0","31","303","244","0"
"Corpse_Shynal.cfg","298","0","70","228","136","0"
"4p_Xanthe_Chaos.cfg","186","0","44","142","89","0"
"filter_vision.cfg","603","0","94","509","370","0"
"test1.cfg","90","0","2","88","87","0"
"2p_Caves_of_the_Basilisk.cfg","600","0","127","473","298","0"
"internal-corners.cfg","180","0","46","134","70","0"
"19_Epilogue.cfg","209","0","48","161","90","0"
"02_Proven_by_the_Sword.cfg","2741","0","573","2168","1360","0"
"06_The_Siege_of_Elensefar.cfg","646","0","133","513","327","9"
"Human_Commander.cfg","343","0","68","275","185","0"
"04_Slavers.cfg","2483","0","521","1962","1227","0"
"test_check_victory.cfg","752","0","132","620","406","0"
"simple_item_selector.cfg","368","0","92","276","155","0"
"Dwarvish_Witness.cfg","387","0","78","309","212","0"
"07_The_Siege_of_Kal_Kartha.cfg","1192","0","252","940","598","0"
"Ant.cfg","175","0","36","139","96","0"
"sr_RS@latin.cfg","19","0","5","14","10","0"
"06a_Old_Friend.cfg","1754","0","353","1401","877","0"
"Giant_Mudcrawler.cfg","322","0","63","259","181","0"
"23_End_of_War.cfg","689","0","151","538","328","0"
"Horse_Paladin.cfg","386","0","87","299","181","0"
"4p_A_New_Land.cfg","2935","0","635","2300","1431","0"
"ANL_leader_options.cfg","1867","0","391","1476","905","18"
"terrain-graphics.cfg","9726","0","569","9157","8023","0"
"05a_01_The_Pursuit.cfg","7192","0","1388","5804","3782","18"
"animation_macros.cfg","259","0","45","214","130","0"
"modify.cfg","187","0","47","140","66","6"
"Captain.cfg","205","0","45","160","101","0"
"aquatic.cfg","1529","0","329","1200","722","0"
"unit.cfg","299","0","53","246","151","0"
"Sorceress.cfg","500","0","95","405","285","0"
"Runesmith.cfg","275","0","52","223","157","0"
"ai_experimental.cfg","249","0","61","188","108","0"
"specials.cfg","39","0","10","29","19","0"
"editor.cfg","3337","0","773","2564","1671","0"
"05_Islands.cfg","1105","0","225","880","566","0"
"03_Wolf_Coast.cfg","1151","0","261","890","527","0"
"Ulfserker.cfg","440","0","74","366","267","0"
"6p_Waterloo_Sunset.cfg","284","0","68","216","135","0"
"two_plus_two.cfg","85","0","11","74","55","0"
"Shaman.cfg","464","0","98","366","239","0"
"Random_Scenario_Marsh.cfg","922","0","152","770","572","0"
"hu_HU.cfg","17","0","5","12","8","0"
"test_event_names_and_order.cfg","201","0","14","187","162","0"
"10_The_Gate_Between_Worlds.cfg","851","0","169","682","441","0"
"07_Night_in_the_Swamp.cfg","663","0","151","512","286","0"
"trow-deaths.cfg","375","0","84","291","175","0"
"carryover-utils.cfg","16","0","5","11","7","0"
"19b_Swamp_Of_Dread.cfg","1414","0","311","1103","660","0"
"Warden.cfg","607","0","121","486","321","0"
"test_cve_2018_1999023_2.cfg","30","0","3","27","24","0"
"10_Saving_Inarix.cfg","2329","0","490","1839","1135","0"
"09b_Judgment.cfg","497","0","110","387","246","0"
"Sea_Captain.cfg","141","0","32","109","70","0"
"Mage_of_Light.cfg","537","0","121","416","249","0"
"6p_Volcano.cfg","388","0","73","315","221","0"
"dw-utils.cfg","417","0","101","316","175","0"
"Royal_Warrior.cfg","191","0","42","149","96","0"
"Skele_Banebow.cfg","341","0","74","267","169","0"
"scenario-AI_Arena_small.cfg","937","0","211","726","433","0"
"sota-utils.cfg","3052","0","693","2359","1382","0"
"mp_join_game_password_prompt.cfg","335","0","83","252","144","0"
"16_The_Coward.cfg","1061","0","206","855","576","0"
"vertical_scrollbar_default.cfg","309","0","69","240","136","0"
"Shadow_Mage.cfg","352","0","75","277","179","0"
"3p_Island_of_the_Horatii.cfg","151","0","35","116","74","0"
"11_Captured.cfg","3861","0","781","3080","1922","0"
"game_delete.cfg","283","0","70","213","123","0"
"06_Black_Flag.cfg","1274","0","270","1004","641","0"
"08_Wesmere.cfg","989","0","213","776","480","0"
"Swordsman.cfg","225","0","49","176","114","0"
"13_Peoples_in_Decline.cfg","1102","0","230","872","563","0"
"05_Council_in_Weldyn.cfg","536","0","106","430","281","0"
"special-notes.cfg","936","0","220","716","405","3"
"08a_Elvish_Princess.cfg","1665","0","315","1350","841","0"
"characterize_pathfinding.cfg","3040","0","494","2546","1629","9"
"Necro_Lich.cfg","37","0","9","28","19","0"
"pango.cfg","185","0","47","138","70","0"
"18_A_Spy_in_the_Woods.cfg","580","0","118","462","303","0"
"The_Elves_Besieged.cfg","1000","0","222","778","482","0"
"Thunderer.cfg","679","0","142","537","335","0"
"test2.cfg","90","0","2","88","87","0"
"test_victory_attacks.cfg","732","0","80","652","526","0"
"Brawler.cfg","541","0","121","420","256","0"
"Mage_Arch.cfg","520","0","121","399","228","0"
"scenario-leaders.cfg","148","0","37","111","69","0"
"teleport-utils.cfg","825","0","161","664","462","0"
"Orcish_Shaman.cfg","344","0","76","268","171","0"
"config.cfg","1130","0","214","916","540","0"
"Novice_Orcish_Shaman.cfg","345","0","76","269","172","0"
"Noble_Youth.cfg","174","0","38","136","89","0"
"Rover.cfg","282","0","60","222","147","0"
"Harrier.cfg","355","0","79","276","171","0"
"Gryphon_Master.cfg","223","0","51","172","106","0"
"4p_Ruins_of_Terra-Dwelve.cfg","204","0","48","156","99","0"
"Knight.cfg","291","0","52","239","173","0"
"01_The_Elves_Besieged.cfg","1851","0","416","1435","855","0"
"base_value.cfg","49","0","10","39","24","0"
"Horse_Lord.cfg","291","0","63","228","145","0"
"terrain_layers.cfg","1040","0","258","782","447","0"
"17_The_Human_Attack.cfg","1751","0","366","1385","881","0"
"01_Born_to_the_Banner.cfg","2346","0","523","1823","1086","0"
"Mage_Commander.cfg","110","0","25","85","53","0"
"weapon.cfg","108","0","20","88","53","0"
"02_This_Valley_Belongs_to_Me.cfg","536","0","119","417","244","0"
"Lady.cfg","81","0","20","61","41","0"
"Druid.cfg","464","0","98","366","239","0"
"Wolf.cfg","376","0","64","312","229","0"
"animation-utils.cfg","4680","0","872","3808","2694","0"
"15_Save_the_King.cfg","1514","0","302","1212","789","0"
"2p_Cynsaun_Battlefield.cfg","152","0","36","116","73","0"
"panel_box_display.cfg","299","0","59","240","155","0"
"northerners-default.cfg","62","0","12","50","38","0"
"mr_IN.cfg","21","0","6","15","10","0"
"ca_ES@valencia.cfg","19","0","5","14","10","0"
"scenario-formula.cfg","658","0","158","500","303","0"
"09_Epilogue.cfg","243","0","53","190","120","0"
"Spectral_Servant.cfg","1742","0","294","1448","1035","0"
"Lynx.cfg","212","0","49","163","105","0"
"about_i18n.cfg","0","0","0","0","0","0"
"dev_singleplayer.cfg","11","0","2","9","8","0"
"cores.cfg","36","0","8","28","21","0"
"la_IT.cfg","17","0","5","12","8","0"
"07_The_Hunters.cfg","1136","0","245","891","540","0"
"has_ally.cfg","386","0","51","335","271","0"
"sg_help.cfg","383","0","93","290","154","0"
"stacked_widget_default.cfg","70","0","18","52","30","0"
"keep.cfg","6552","0","1177","5375","3200","0"
"Skeleton_Archer.cfg","438","0","98","340","206","0"
"08_The_Court_of_Karrag.cfg","1017","0","216","801","494","0"
"Netcaster.cfg","347","0","76","271","173","0"
"Giant_Scorpion.cfg","811","0","151","660","455","0"
"times.cfg","30","0","7","23","14","0"
"healer_support.cfg","311","0","71","240","155","0"
"6p_Team_Survival.cfg","2903","0","404","2499","1854","0"
"sr_RS@ijekavian.cfg","23","0","6","17","12","0"
"07_Elves_Last_Stand.cfg","2030","0","425","1605","1013","0"
"11_Battleground.cfg","772","0","163","609","384","0"
"Armageddon.cfg","301","0","60","241","163","0"
"Young_Ogre.cfg","187","0","43","144","89","0"
"Loyalist_Longbowman.cfg","318","0","71","247","153","0"
"8p_Morituri.cfg","344","0","80","264","167","0"
"11_The_Ford_of_Abez.cfg","1731","0","376","1355","811","0"
"Troll_Shaman.cfg","578","0","109","469","348","0"
"11_Fire_Meets_Steel.cfg","750","0","161","589","361","0"
"sides.cfg","1535","0","332","1203","710","0"
"ANL_general_macros.cfg","240","0","66","174","81","0"
"Spearguard.cfg","266","0","56","210","138","0"
"5_Hills_of_the_Shorbear_Clan.cfg","2435","0","558","1877","1075","0"
"Dwarvish_Masked_Fighter.cfg","297","0","58","239","162","0"
"Wesfolk_Leader.cfg","711","0","164","547","318","0"
"progress_bar.cfg","14","0","3","11","8","3"
"conditional-utils.cfg","201","0","52","149","68","6"
"Strider.cfg","352","0","78","274","171","0"
"05_Tirigaz.cfg","2509","0","577","1932","1120","0"
"01_Saving_Parthyn.cfg","1882","0","408","1474","902","0"
"ai_default_rca.cfg","93","0","22","71","37","0"
"Impaler.cfg","637","0","122","515","358","0"
"loyalists-aoh.cfg","73","0","13","60","47","0"
"editor_edit_label.cfg","748","0","185","563","327","0"
"06_Acquaintance_in_Need.cfg","1197","0","247","950","601","0"
"amla.cfg","83","0","21","62","38","0"
"recruitment.cfg","91","0","19","72","43","0"
"editor_resize_map.cfg","835","0","207","628","355","0"
"Skele_Revenant.cfg","268","0","56","212","139","0"
"Arcanister.cfg","284","0","52","232","166","0"
"toggle_button_tree_view_node.cfg","146","0","37","109","52","0"
"end_credits.cfg","324","0","81","243","133","0"
"21_Elven_Council.cfg","1018","0","231","787","481","0"
"2p_Sablestone_Delta.cfg","116","0","27","89","57","0"
"Sun_Sylph.cfg","617","0","132","485","305","0"
"Outlaw_Highwayman.cfg","187","0","37","150","105","0"
"04_Becalmed.cfg","2009","0","439","1570","942","0"
"Mage_Leader.cfg","102","0","23","79","51","0"
"null.cfg","26","0","7","19","12","0"
"07_Bilheld.cfg","593","0","116","477","311","0"
"storytxt.cfg","532","0","125","407","222","0"
"event_handlers_in_events.cfg","864","0","54","810","705","0"
"Mounted_Warrior.cfg","288","0","62","226","145","0"
"Ethereal_Nightgaunt.cfg","81","0","20","61","32","0"
"uk_UA.cfg","21","0","6","15","10","0"
"Horse_Lancer.cfg","231","0","50","181","114","0"
"Thunderguard.cfg","615","0","125","490","314","0"
"05_Fear.cfg","2046","0","461","1585","925","0"
"Bone_Knight.cfg","307","0","68","239","150","0"
"Roc.cfg","262","0","59","203","125","0"
"addon_connect.cfg","432","0","107","325","185","0"
"Grunt.cfg","323","0","59","264","186","0"
"9p_Merkwuerdigliebe.cfg","375","0","90","285","176","0"
"Diviner.cfg","364","0","79","285","178","0"
"Flesh_Golem.cfg","291","0","62","229","149","0"
"Mal_Keshar.cfg","1758","0","323","1435","983","0"
"Dervish.cfg","330","0","74","256","163","0"
"Myrmidon.cfg","245","0","47","198","140","0"
"depcheck_select_new.cfg","358","0","89","269","152","0"
"Princess.cfg","585","0","119","466","303","0"
"ANL_objectives.cfg","134","0","33","101","60","0"
"Warrior_King.cfg","144","0","33","111","72","0"
"language_selection.cfg","350","0","87","263","148","0"
"Ghast.cfg","63","0","16","47","24","0"
"folder_create.cfg","294","0","73","221","126","0"
"Spirit_Nightgaunt.cfg","230","0","51","179","109","0"
"03_A_Desparate_Errand.cfg","1865","0","398","1467","916","0"
"zh_CN.cfg","21","0","6","15","10","0"
"Loyalist_Shock_Trooper.cfg","169","0","37","132","87","0"
"Vampire_Lady.cfg","348","0","70","278","187","0"
"10_Merfolk_Revenge.cfg","1486","0","336","1150","676","0"
"help.cfg","17","0","5","12","8","0"
"20_Return_of_the_Fleet.cfg","2103","0","403","1700","1147","0"
"hr_HR.cfg","17","0","5","12","8","0"
"Augur.cfg","397","0","76","321","216","0"
"custom_tod.cfg","1105","0","266","839","485","0"
"8_The_Dragon.cfg","1598","0","337","1261","777","0"
"fi_FI.cfg","17","0","5","12","8","0"
"herodeaths.cfg","163","0","41","122","67","0"
"Kalian.cfg","24","0","6","18","12","0"
"lv_LV.cfg","17","0","5","12","8","0"
"Commander.cfg","507","0","105","402","255","0"
"xp_mod.cfg","157","0","10","147","130","0"
"10_Sewer_of_Southbay.cfg","1469","0","268","1201","817","0"
"Archer.cfg","352","0","66","286","202","0"
"Fighteress.cfg","220","0","43","177","124","0"
"fonts.cfg","107","0","26","81","51","0"
"mp_faction_select.cfg","940","0","227","713","405","0"
"order_of_nested_events.cfg","60","0","6","54","45","0"
"17a_The_Dragon.cfg","1837","0","386","1451","904","0"
"size_lock_default.cfg","22","0","6","16","9","0"
"19a_Snow_Plains.cfg","631","0","139","492","302","0"
"09_The_Mage.cfg","1453","0","328","1125","657","0"
"10_The_Flaming_Sword.cfg","3294","0","707","2587","1564","0"
"Marauder.cfg","298","0","64","234","154","0"
"window_borderless.cfg","199","0","50","149","76","0"
"file_dialog.cfg","972","0","241","731","412","0"
"Noble_Commander.cfg","343","0","73","270","172","0"
"lists.cfg","89","0","23","66","31","0"
"geography.cfg","296","0","66","230","150","0"
"04b_The_Midlands.cfg","1453","0","292","1161","766","0"
"mountains.cfg","1884","0","464","1420","734","0"
"Bone_Bird.cfg","124","0","31","93","56","0"
"07_The_Desert_of_Death.cfg","1404","0","314","1090","646","0"
"Naga_Sentinel.cfg","217","0","42","175","124","0"
"unit_recruit.cfg","620","0","155","465","257","0"
"scenario-lua_ai.cfg","259","0","62","197","121","0"
"sound-utils.cfg","1952","0","427","1525","965","120"
"4_Gathering_Materials.cfg","3284","0","699","2585","1606","0"
"Sky.cfg","363","0","75","288","187","0"
"Outlaw_Assassin.cfg","535","0","120","415","243","0"
"Wesfolk_Lady.cfg","708","0","163","545","318","0"
"10_Endless_Night.cfg","5374","0","1165","4209","2573","0"
"05_Hide_and_Seek.cfg","1825","0","397","1428","884","0"
"races.cfg","108","0","20","88","53","0"
"edit_text.cfg","288","0","72","216","122","0"
"eu_ES.cfg","17","0","5","12","8","0"
"Dwarvish_Masked_Ulfserker.cfg","381","0","61","320","240","0"
"id_ID.cfg","17","0","5","12","8","0"
"Ophidian.cfg","327","0","73","254","163","0"
"2p_Arcanclave_Citadel.cfg","148","0","35","113","71","0"
"02_02_Meeting_With_Dwarves.cfg","546","0","117","429","266","0"
"20_Prince_of_Wesnoth.cfg","814","0","179","635","381","0"
"18_Northern_Alliance.cfg","2748","0","562","2186","1397","0"
"Galleon.cfg","68","0","17","51","34","0"
"03_A_Haunting_in_Winter.cfg","5912","0","1280","4632","2813","0"
"test_assert.cfg","133","0","10","123","106","0"
"Young_King.cfg","130","0","29","101","68","0"
"18_A_Choice_Must_Be_Made.cfg","1410","0","320","1090","647","0"
"story_viewer.cfg","442","0","111","331","176","0"
"en_US.cfg","18","0","5","13","9","0"
"14a_Epilogue.cfg","1430","0","324","1106","660","0"
"sv_SE.cfg","17","0","5","12","8","0"
"01_The_Outpost.cfg","1437","0","325","1112","653","0"
"Alchemist.cfg","303","0","66","237","150","0"
"default_resolution.cfg","944","0","235","709","371","0"
"Loyalist_Swordsman.cfg","219","0","50","169","104","0"
"animation-utils2.cfg","970","0","217","753","480","0"
"throneroom.cfg","118","0","20","98","67","0"
"Corpse_Ghoul.cfg","218","0","48","170","107","0"
"22_The_Rise_of_Wesnoth.cfg","4831","0","1006","3825","2412","0"
"en@shaw.cfg","74","0","7","67","61","0"
"empty_test.cfg","8","0","2","6","5","0"
"Yeti.cfg","256","0","50","206","145","0"
"Cuttle_Fish.cfg","283","0","64","219","134","0"
"Wolf_Dire.cfg","331","0","63","268","186","0"
"19_Showdown_in_the_Northern_Swamp.cfg","1694","0","361","1333","822","0"
"09_The_Valley_of_Death.cfg","1515","0","337","1178","717","0"
"08_Training_the_Ogres.cfg","1063","0","221","842","516","0"
"Necro_Sacrifice.cfg","67","0","17","50","34","0"
"05_The_Saurian_Treasury.cfg","1681","0","365","1316","791","0"
"Transport_Galleon.cfg","138","0","33","105","68","0"
"tips.cfg","973","0","210","763","486","0"
"addon_list.cfg","1337","0","331","1006","565","0"
"trow-nlmsg.cfg","331","0","76","255","146","0"
"scroll_label_wml_message.cfg","197","0","48","149","76","0"
"6_Towards_the_Caves.cfg","1946","0","447","1499","854","0"
"04_Vale_of_Tears.cfg","2185","0","492","1693","1016","0"
"hang_out.cfg","521","0","119","402","251","0"
"new-macros.cfg","13914","0","3190","10724","6103","9"
"16_Hasty_Alliance.cfg","1333","0","293","1040","634","0"
"Dwarvish_Masked_Thunderer.cfg","532","0","115","417","260","0"
"label_settings.cfg","317","0","79","238","131","0"
"17_Scepter_of_Fire.cfg","2436","0","515","1921","1192","0"
"Wesbench_AI.cfg","420","0","101","319","197","0"
"01_Slipping_Away.cfg","1173","0","256","917","527","0"
"2p_Den_of_Onis.cfg","161","0","33","128","86","0"
"4p_King_of_the_Hill.cfg","204","0","48","156","99","0"
"schedule.cfg","126","0","30","96","46","0"
"base.cfg","7080","0","1273","5807","3456","0"
"09_Training_Session.cfg","1231","0","283","948","531","0"
"schedules.cfg","126","0","35","91","46","0"
"Crab_Man.cfg","193","0","40","153","108","0"
"Corpse_Necrophage.cfg","204","0","46","158","97","0"
"wml_unit_test_macros.cfg","282","0","65","217","122","0"
"01_general.cfg","624","0","143","481","282","0"
"SotA_Corpses.cfg","1606","0","314","1292","852","0"
"22_Face_of_the_Enemy.cfg","770","0","168","602","365","0"
"Skele_Bone_Shooter.cfg","354","0","77","277","175","0"
"Woodsman_Huntsman.cfg","352","0","77","275","172","0"
"Soothsayer.cfg","399","0","77","322","215","0"
"Steelclad.cfg","496","0","87","409","289","0"
"2p_Howling_Ghost_Badlands.cfg","293","0","45","248","182","0"
"05_A_Subterranean_Struggle.cfg","7361","0","1480","5881","3795","0"
"slider_minimal.cfg","275","0","64","211","116","0"
"lobby_player_info.cfg","751","0","185","566","313","0"
"Skele_Deathblade.cfg","267","0","62","205","122","0"
"Stalwart.cfg","381","0","78","303","202","0"
"Dwarvish_Masked_Stalwart.cfg","349","0","78","271","169","0"
"swarm.cfg","653","0","135","518","338","0"
"image_default.cfg","167","0","30","137","95","0"
"09_The_Underlevels.cfg","4074","0","889","3185","1891","0"
"Avenger.cfg","504","0","113","391","234","0"
"10_Speaking_with_the_Fishes.cfg","1935","0","381","1554","1038","0"
"knalgans-aoh.cfg","66","0","12","54","42","0"
"window_tooltip_large.cfg","256","0","65","191","108","0"
"Flagbearer.cfg","380","0","78","302","198","0"
"Spearman.cfg","282","0","62","220","143","0"
"internal-tracks.cfg","3543","0","841","2702","1458","0"
"drakes-aoh.cfg","83","0","13","70","57","0"
"03_Stirring_in_the_Night.cfg","6218","0","1314","4904","2984","0"
"dunefolk-default.cfg","75","0","13","62","49","0"
"ang_GB@latin.cfg","19","0","5","14","10","0"
"Champion.cfg","293","0","58","235","158","0"
"2p_Dark_Forecast.cfg","778","0","175","603","379","0"
"location.cfg","164","0","29","135","85","0"
"20b_Underground_Channels.cfg","1969","0","439","1530","907","0"
"zh_TW.cfg","21","0","6","15","10","0"
"lt_LT.cfg","17","0","5","12","8","0"
"2p_Aethermaw.cfg","2086","0","339","1747","1154","0"
"17b_Lizard_Beach.cfg","949","0","184","765","509","0"
"17_A_New_Ally.cfg","792","0","177","615","367","0"
"06a_In_the_Tunnels_of_Trolls.cfg","5019","0","1043","3976","2514","0"
"07a_Dealing_with_Dwarves.cfg","1770","0","411","1359","791","0"
"mp_alerts_options.cfg","682","0","157","525","311","0"
"interrupts.cfg","351","0","35","316","255","0"
"02_The_Fall.cfg","1623","0","337","1286","814","0"
"terrain-groups.cfg","313","0","75","238","150","0"
"terrain_graphics.cfg","249","0","36","213","161","0"
"label_story_screen_title.cfg","239","0","56","183","113","0"
"01_Rooting_Out_a_Mage.cfg","1097","0","224","873","553","0"
"Rider.cfg","446","0","89","357","236","0"
"Warlord.cfg","334","0","68","266","177","0"
"17d_Cursed_Isle.cfg","1603","0","343","1260","761","0"
"4p_Siege_Castles.cfg","204","0","48","156","99","0"
"16_The_Chief_Must_Die.cfg","3049","0","602","2447","1675","0"
"05_Northern_Outpost.cfg","1327","0","287","1040","631","0"
"10_Lake_Vrug.cfg","1256","0","284","972","580","0"
"conditionalwml.cfg","226","0","44","182","108","0"
"03_A_Strategy_Of_Hope.cfg","945","0","200","745","473","0"
"test_unit_map.cfg","473","0","33","440","379","0"
"mk_MK.cfg","21","0","6","15","10","0"
"Fog_Clearer.cfg","85","0","20","65","43","0"
"game_config.cfg","407","0","89","318","223","0"
"trow-abilities.cfg","47","0","12","35","22","0"
"Skele_Chocobone.cfg","254","0","61","193","111","0"
"Warmaster.cfg","208","0","46","162","101","0"
"Luminary.cfg","205","0","45","160","101","0"
"07a_Settling_Disputes.cfg","2966","0","615","2351","1446","0"
"sk_SK.cfg","17","0","5","12","8","0"
"20_North_Knalga.cfg","2655","0","536","2119","1380","0"
"4p_Castle_Hopping_Isle.cfg","188","0","44","144","91","0"
"Slurbow.cfg","474","0","105","369","232","0"
"16_The_Kalian.cfg","1709","0","381","1328","796","0"
"slider_default.cfg","424","0","95","329","181","0"
"Mystic.cfg","458","0","95","363","234","0"
"4p_Underworld.cfg","188","0","44","144","91","0"
"13_The_Drowned_Plains.cfg","1282","0","274","1008","616","0"
"Autumn_Shyde.cfg","98","0","22","76","56","0"
"07_Meeting_of_the_Minds.cfg","813","0","179","634","391","0"
"Ruffian.cfg","33","0","8","25","17","0"
"Giant_Rat.cfg","182","0","41","141","91","0"
"Horse_Knight.cfg","524","0","110","414","261","0"
"language.cfg","6","0","2","4","3","0"
"03_Toward_Mountains_of_Haag.cfg","1393","0","308","1085","666","0"
"14_Shadows.cfg","1408","0","267","1141","753","0"
"cart-utils.cfg","1847","0","335","1512","1002","0"
"test_lua_mapgen.cfg","61","0","18","43","25","0"
"loadscreen.cfg","328","0","80","248","139","0"
"Loyalist_Lieutenant.cfg","348","0","77","271","166","0"
"de_DE.cfg","24","0","6","18","13","0"
"02_hotkeys.cfg","788","0","194","594","342","0"
"7_Outriding_the_Outriders.cfg","1948","0","426","1522","929","0"
"cs_CZ.cfg","21","0","6","15","10","0"
"test_clear.cfg","46","0","7","39","28","0"
"eo_XX.cfg","17","0","5","12","8","0"
"multi_page_default.cfg","70","0","18","52","30","0"
"schema.cfg","256","0","37","219","168","6"
"Dark_Assassin3.cfg","48","0","12","36","22","0"
"overlay.cfg","6552","0","1177","5375","3200","0"
"04_The_Bay_of_Pearls.cfg","2806","0","632","2174","1288","0"
"Inferno.cfg","283","0","55","228","156","0"
"he_IL.cfg","25","0","7","18","12","0"
"village.cfg","6552","0","1177","5375","3200","0"
"0002-poisoning.cfg","462","0","114","348","208","0"
"12_Terror_at_the_Ford_of_Parthyn.cfg","3675","0","791","2884","1755","0"
"Corrupted_Elf.cfg","386","0","72","314","220","0"
"utils.cfg","714","0","157","557","337","0"
"Ancient.cfg","198","0","44","154","97","0"
"guardians.cfg","2055","0","441","1614","1021","0"
"lan_server.cfg","0","0","0","0","0","0"
"types.cfg","199","0","35","164","99","0"
"08_Council_of_Hard_Choices.cfg","574","0","121","453","286","0"
"spacer_default.cfg","18","0","5","13","8","0"
"vertical_scrollbar.cfg","188","0","51","137","68","0"
"Blademaster.cfg","278","0","54","224","153","0"
"cutscene.cfg","249","0","60","189","119","0"
"eras.cfg","335","0","62","273","178","0"
"prestart_settings.cfg","467","0","24","443","398","0"
"scenario-story.cfg","105","0","24","81","52","0"
"ko_KR.cfg","21","0","6","15","10","0"
"Crossbowman.cfg","483","0","101","382","252","0"
"08b_The_Tides_of_War.cfg","2936","0","530","2406","1610","0"
"High_Lord.cfg","373","0","82","291","181","0"
"Giant_Spider.cfg","294","0","66","228","141","0"
"single.cfg","490","0","87","403","239","0"
"Mounted_Fighter.cfg","276","0","59","217","142","0"
"Sentinel.cfg","417","0","92","325","203","0"
"Dwarvish_Masked_Sentinel.cfg","363","0","82","281","173","0"
"borders.cfg","1107","0","231","876","576","0"
"Enchantress.cfg","321","0","70","251","161","0"
"Ghoul.cfg","32","0","8","24","16","0"
"04_Unlawful_Orders.cfg","2185","0","476","1709","1102","0"
"swarm_disables_upgrades.cfg","414","0","7","407","396","0"
"9_Caverns_of_Flame.cfg","2596","0","594","2002","1164","0"
"08_Talking_to_Tyegea.cfg","833","0","190","643","392","0"
"Loyalist_Pikeman.cfg","427","0","96","331","196","0"
"01_Invasion.cfg","1802","0","400","1402","836","0"
"ANL_worker_options.cfg","1791","0","352","1439","892","0"
"12_Revenge.cfg","3186","0","671","2515","1557","0"
"Infantry_Commander.cfg","286","0","63","223","137","0"
"23_Test_of_the_Clans.cfg","1669","0","369","1300","781","0"
"Horseman_Commander.cfg","420","0","79","341","233","0"
"Sharpshooter.cfg","450","0","100","350","211","0"
"mp_method_selection.cfg","715","0","175","540","303","0"
"08_Carcyn.cfg","1291","0","282","1009","612","0"
"ANL_special_macros.cfg","1100","0","260","840","454","0"
"Rouser.cfg","476","0","87","389","287","0"
"Dwarvish_Masked_Berserker.cfg","391","0","64","327","242","0"
"22_Return_to_Wesnoth.cfg","1154","0","243","911","559","0"
"Kalian_map.cfg","972","0","228","744","475","0"
"fr_FR.cfg","17","0","5","12","8","0"
"test_move.cfg","286","0","58","228","151","0"
"hotkeys.cfg","1549","0","391","1158","630","0"
"06_Swamps_of_Illuven.cfg","734","0","159","575","344","0"
"Cataphract.cfg","392","0","83","309","202","0"
"Dark_Assassin2.cfg","48","0","12","36","22","0"
"17a_The_Duel.cfg","886","0","192","694","430","0"
"02_The_Human_Army.cfg","1006","0","222","784","469","0"
"bottleneck_defense.cfg","656","0","142","514","327","0"
"custom_options_tree.cfg","575","0","145","430","237","0"
"05_The_Oldwood.cfg","1760","0","313","1447","1010","0"
"2p_Hellhole.cfg","326","0","48","278","206","0"
"team-colors.cfg","19","0","5","14","10","0"
"06_Two_Paths.cfg","741","0","156","585","360","0"
"Fire_Guardian.cfg","386","0","70","316","224","0"
"scrollbar_panel_default.cfg","98","0","25","73","33","0"
"12_Revelations.cfg","1617","0","278","1339","949","0"
"Loyalist_Duelist.cfg","318","0","71","247","153","0"
"02_Blackwater_Port.cfg","1821","0","417","1404","846","0"
"grc_GR.cfg","21","0","6","15","10","0"
"move_skip_sighted.cfg","291","0","60","231","149","0"
"Paragon.cfg","271","0","58","213","136","0"
"11_Southbay_in_Winter.cfg","794","0","163","631","418","0"
"05_Epilogue.cfg","167","0","38","129","80","0"
"17_Breaking_the_Siege.cfg","1541","0","325","1216","770","0"
"editor_edit_side.cfg","1113","0","268","845","486","0"
"01_The_Hunt.cfg","1506","0","314","1192","743","0"
"progress_bar_default.cfg","136","0","35","101","59","0"
"3t_The_Council_Regathers.cfg","858","0","193","665","402","0"
"03_To_the_Mines.cfg","544","0","119","425","254","0"
"Pirate_Galleon.cfg","138","0","33","105","68","0"
"02_The_Raid.cfg","713","0","154","559","346","0"
"09a_Elf_Epilogue.cfg","106","0","25","81","52","0"
"nb_NO.cfg","17","0","5","12","8","0"
"lua_interpreter.cfg","364","0","90","274","156","0"
"unit_create.cfg","698","0","173","525","293","0"
"Outlaw_Bandit.cfg","203","0","41","162","111","0"
"gd_GB.cfg","17","0","5","12","8","0"
"advanced_preferences.cfg","537","0","127","410","262","0"
"2p_Hamlets.cfg","128","0","30","98","62","0"
"03_The_Contention.cfg","1059","0","230","829","504","0"
"6p_Crusaders_Field.cfg","272","0","63","209","133","0"
"label_default.cfg","401","0","82","319","201","0"
"Herbalist.cfg","203","0","44","159","102","0"
"khalifate-default.cfg","7","0","2","5","4","0"
"ga_IE.cfg","17","0","5","12","8","0"
"tooltip_large.cfg","82","0","21","61","34","0"
"Noble_Lord.cfg","346","0","74","272","172","0"
"network_transmission.cfg","235","0","59","176","97","0"
"Entangler.cfg","308","0","64","244","161","0"
"Sylph.cfg","459","0","98","361","238","0"
"test_lua_wml.cfg","92","0","17","75","47","0"
"15_The_Lost_General.cfg","2259","0","497","1762","1068","0"
